Hora;Potencia (W);Fecha
21:52:42;0;2018-02-01
21:52:45;0;2018-02-01
21:52:49;0;2018-02-01
21:52:53;0;2018-02-01
21:52:56;0;2018-02-01
21:53:00;0;2018-02-01
21:53:04;0;2018-02-01
21:53:07;0;2018-02-01
21:53:15;0;2018-02-01
21:53:11;0;2018-02-01
21:53:19;0;2018-02-01
21:53:22;0;2018-02-01
21:53:26;0;2018-02-01
21:53:30;0;2018-02-01
21:53:33;0;2018-02-01
21:53:37;0;2018-02-01
21:53:41;0;2018-02-01
21:53:44;0;2018-02-01
21:53:48;0;2018-02-01
21:53:52;0;2018-02-01
21:53:56;0;2018-02-01
21:53:59;0;2018-02-01
21:54:07;0;2018-02-01
21:54:03;0;2018-02-01
21:54:10;0;2018-02-01
21:54:14;0;2018-02-01
21:54:18;0;2018-02-01
21:54:21;0;2018-02-01
21:54:25;5,859;2018-02-01
21:54:29;0;2018-02-01
21:54:33;2,93;2018-02-01
21:54:36;5,859;2018-02-01
21:54:40;2,93;2018-02-01
21:54:44;2,93;2018-02-01
21:54:51;0;2018-02-01
21:54:55;0;2018-02-01
21:54:58;0;2018-02-01
21:55:02;0;2018-02-01
21:55:06;0;2018-02-01
21:55:10;0;2018-02-01
21:55:13;5,859;2018-02-01
21:55:17;5,859;2018-02-01
21:55:21;2,93;2018-02-01
21:55:24;2,93;2018-02-01
21:55:28;0;2018-02-01
21:55:35;0;2018-02-01
21:55:32;0;2018-02-01
21:55:39;0;2018-02-01
21:55:43;0;2018-02-01
21:55:47;0;2018-02-01
21:55:50;5,859;2018-02-01
21:55:54;2,93;2018-02-01
21:55:58;0;2018-02-01
21:56:01;0;2018-02-01
21:56:05;0;2018-02-01
21:56:09;0;2018-02-01
21:56:12;0;2018-02-01
21:56:20;0;2018-02-01
21:56:24;0;2018-02-01
21:56:27;0;2018-02-01
21:56:31;0;2018-02-01
21:56:35;0;2018-02-01
21:56:42;2,93;2018-02-01
21:56:38;0;2018-02-01
21:56:46;0;2018-02-01
21:56:49;0;2018-02-01
21:56:53;0;2018-02-01
21:56:57;0;2018-02-01
21:57:01;0;2018-02-01
21:57:04;2,93;2018-02-01
21:57:08;0;2018-02-01
21:57:12;0;2018-02-01
21:57:15;0;2018-02-01
21:57:23;5,859;2018-02-01
21:57:26;2,93;2018-02-01
21:57:30;0;2018-02-01
21:57:34;0;2018-02-01
21:57:38;0;2018-02-01
21:57:41;0;2018-02-01
21:57:45;0;2018-02-01
21:57:49;0;2018-02-01
21:57:52;2,93;2018-02-01
21:57:56;0;2018-02-01
21:58:00;0;2018-02-01
21:58:03;0;2018-02-01
21:58:11;0;2018-02-01
21:58:15;0;2018-02-01
21:58:18;2,93;2018-02-01
21:58:22;0;2018-02-01
21:58:26;0;2018-02-01
21:58:29;0;2018-02-01
21:58:33;0;2018-02-01
21:58:40;0;2018-02-01
21:58:37;0;2018-02-01
21:58:44;0;2018-02-01
21:58:48;0;2018-02-01
21:58:52;0;2018-02-01
21:58:55;5,859;2018-02-01
21:58:59;2,93;2018-02-01
21:59:03;0;2018-02-01
21:59:10;0;2018-02-01
21:59:06;0;2018-02-01
21:59:14;0;2018-02-01
21:59:17;0;2018-02-01
21:59:21;0;2018-02-01
21:59:25;0;2018-02-01
21:59:29;2,93;2018-02-01
21:59:32;0;2018-02-01
21:59:36;0;2018-02-01
21:59:40;0;2018-02-01
21:59:43;0;2018-02-01
21:59:51;0;2018-02-01
21:59:54;5,859;2018-02-01
21:59:58;2,93;2018-02-01
22:00:06;0;2018-02-01
22:00:09;0;2018-02-01
22:00:13;0;2018-02-01
22:00:17;2,93;2018-02-01
22:00:20;0;2018-02-01
22:00:24;0;2018-02-01
22:00:28;0;2018-02-01
22:00:32;0;2018-02-01
22:00:35;0;2018-02-01
22:00:43;5,859;2018-02-01
22:00:39;0;2018-02-01
22:00:46;5,859;2018-02-01
22:00:50;5,859;2018-02-01
22:00:54;2,93;2018-02-01
22:00:57;0;2018-02-01
22:01:01;0;2018-02-01
22:01:05;0;2018-02-01
22:01:09;0;2018-02-01
22:01:12;0;2018-02-01
22:01:16;0;2018-02-01
22:01:20;0;2018-02-01
22:01:23;0;2018-02-01
22:01:27;5,859;2018-02-01
22:01:31;2,93;2018-02-01
22:01:34;0;2018-02-01
22:01:38;0;2018-02-01
22:01:42;0;2018-02-01
22:01:46;0;2018-02-01
22:01:49;0;2018-02-01
22:01:53;5,859;2018-02-01
22:01:57;2,93;2018-02-01
22:02:00;0;2018-02-01
22:02:04;0;2018-02-01
22:02:08;0;2018-02-01
22:02:11;0;2018-02-01
22:02:15;0;2018-02-01
22:02:19;5,859;2018-02-01
22:02:23;2,93;2018-02-01
22:02:26;0;2018-02-01
22:02:30;0;2018-02-01
22:02:34;0;2018-02-01
22:02:37;0;2018-02-01
22:02:41;0;2018-02-01
22:02:45;0;2018-02-01
22:02:49;5,859;2018-02-01
22:02:52;5,859;2018-02-01
22:02:56;2,93;2018-02-01
22:03:00;0;2018-02-01
22:03:03;0;2018-02-01
22:03:07;0;2018-02-01
22:03:11;0;2018-02-01
22:03:14;0;2018-02-01
22:03:18;0;2018-02-01
22:03:22;0;2018-02-01
22:03:26;5,859;2018-02-01
22:03:29;2,93;2018-02-01
22:03:33;0;2018-02-01
22:03:37;0;2018-02-01
22:03:40;0;2018-02-01
22:03:44;0;2018-02-01
22:03:48;0;2018-02-01
22:03:51;5,859;2018-02-01
22:03:55;2,93;2018-02-01
22:03:59;0;2018-02-01
22:04:06;0;2018-02-01
22:04:10;0;2018-02-01
22:04:14;0;2018-02-01
22:04:17;5,859;2018-02-01
22:04:21;0;2018-02-01
22:04:25;0;2018-02-01
22:04:28;0;2018-02-01
22:04:32;0;2018-02-01
22:04:36;0;2018-02-01
22:04:40;0;2018-02-01
22:04:43;0;2018-02-01
22:04:47;0;2018-02-01
22:04:51;5,859;2018-02-01
22:04:54;5,859;2018-02-01
22:04:58;2,93;2018-02-01
22:05:02;0;2018-02-01
22:05:06;0;2018-02-01
22:05:09;0;2018-02-01
22:05:13;0;2018-02-01
22:05:17;0;2018-02-01
22:05:20;5,859;2018-02-01
22:05:24;5,859;2018-02-01
22:05:28;5,859;2018-02-01
22:05:31;2,93;2018-02-01
22:05:35;0;2018-02-01
22:05:39;0;2018-02-01
22:05:43;0;2018-02-01
22:05:46;0;2018-02-01
22:05:50;0;2018-02-01
22:05:54;5,859;2018-02-01
22:05:57;5,859;2018-02-01
22:06:01;2,93;2018-02-01
22:06:05;0;2018-02-01
22:06:08;0;2018-02-01
22:06:12;0;2018-02-01
22:06:16;0;2018-02-01
22:06:20;0;2018-02-01
22:06:23;0;2018-02-01
22:06:27;0;2018-02-01
22:06:31;0;2018-02-01
22:06:34;0;2018-02-01
22:06:38;0;2018-02-01
22:06:42;5,859;2018-02-01
22:06:46;5,859;2018-02-01
22:06:49;2,93;2018-02-01
22:06:53;2,93;2018-02-01
22:06:57;0;2018-02-01
22:07:00;0;2018-02-01
22:07:04;0;2018-02-01
22:07:08;0;2018-02-01
22:07:11;0;2018-02-01
22:07:15;5,859;2018-02-01
22:07:19;2,93;2018-02-01
22:07:23;0;2018-02-01
22:07:30;0;2018-02-01
22:07:26;0;2018-02-01
22:07:34;0;2018-02-01
22:07:37;0;2018-02-01
22:07:41;0;2018-02-01
22:07:45;0;2018-02-01
22:07:48;0;2018-02-01
22:07:52;5,859;2018-02-01
22:07:56;5,859;2018-02-01
22:08:00;5,859;2018-02-01
22:08:03;2,93;2018-02-01
22:08:07;0;2018-02-01
22:08:11;0;2018-02-01
22:08:14;0;2018-02-01
22:08:18;0;2018-02-01
22:08:22;0;2018-02-01
22:08:26;5,859;2018-02-01
22:08:29;2,93;2018-02-01
22:08:33;0;2018-02-01
22:08:37;0;2018-02-01
22:08:40;0;2018-02-01
22:08:44;0;2018-02-01
22:08:48;0;2018-02-01
22:08:51;0;2018-02-01
22:08:55;0;2018-02-01
22:08:59;5,859;2018-02-01
22:09:03;5,859;2018-02-01
22:09:06;5,859;2018-02-01
22:09:10;2,93;2018-02-01
22:09:14;0;2018-02-01
22:09:17;0;2018-02-01
22:09:21;0;2018-02-01
22:09:25;0;2018-02-01
22:09:36;5,859;2018-02-01
22:09:40;5,859;2018-02-01
22:09:43;2,93;2018-02-01
22:09:47;0;2018-02-01
22:09:51;0;2018-02-01
22:09:54;0;2018-02-01
22:09:58;0;2018-02-01
22:10:02;0;2018-02-01
22:10:06;0;2018-02-01
22:10:09;0;2018-02-01
22:10:13;0;2018-02-01
22:10:17;0;2018-02-01
22:10:20;5,859;2018-02-01
22:10:24;2,93;2018-02-01
22:10:28;0;2018-02-01
22:10:32;0;2018-02-01
22:10:35;0;2018-02-01
22:10:39;0;2018-02-01
22:10:43;0;2018-02-01
22:10:46;0;2018-02-01
22:10:50;0;2018-02-01
22:10:54;0;2018-02-01
22:11:01;5,859;2018-02-01
22:11:05;2,93;2018-02-01
22:11:09;0;2018-02-01
22:11:12;0;2018-02-01
22:11:16;0;2018-02-01
22:11:20;0;2018-02-01
22:11:23;0;2018-02-01
22:11:27;0;2018-02-01
22:11:31;5,859;2018-02-01
22:11:34;5,859;2018-02-01
22:11:38;2,93;2018-02-01
22:11:42;2,93;2018-02-01
22:11:46;0;2018-02-01
22:11:49;0;2018-02-01
22:11:53;0;2018-02-01
22:11:57;0;2018-02-01
22:12:00;0;2018-02-01
22:12:04;0;2018-02-01
22:12:08;5,859;2018-02-01
22:12:11;0;2018-02-01
22:12:15;0;2018-02-01
22:12:19;0;2018-02-01
22:12:23;0;2018-02-01
22:12:26;0;2018-02-01
22:12:30;0;2018-02-01
22:12:34;0;2018-02-01
22:12:37;5,859;2018-02-01
22:12:41;2,93;2018-02-01
22:12:45;2,93;2018-02-01
22:12:49;2,93;2018-02-01
22:12:52;0;2018-02-01
22:12:56;0;2018-02-01
22:13:00;0;2018-02-01
22:13:03;0;2018-02-01
22:13:11;0;2018-02-01
22:13:14;0;2018-02-01
22:13:18;0;2018-02-01
22:13:22;0;2018-02-01
22:13:26;0;2018-02-01
22:13:29;0;2018-02-01
22:13:33;0;2018-02-01
22:13:37;0;2018-02-01
22:13:40;0;2018-02-01
22:13:44;0;2018-02-01
22:13:48;5,859;2018-02-01
22:13:51;5,859;2018-02-01
22:13:55;2,93;2018-02-01
22:13:59;2,93;2018-02-01
22:14:03;0;2018-02-01
22:14:06;0;2018-02-01
22:14:10;0;2018-02-01
22:14:14;0;2018-02-01
22:14:17;0;2018-02-01
22:14:21;0;2018-02-01
22:14:25;0;2018-02-01
22:14:29;0;2018-02-01
22:14:32;0;2018-02-01
22:14:36;0;2018-02-01
22:14:40;0;2018-02-01
22:14:43;5,859;2018-02-01
22:14:47;5,859;2018-02-01
22:14:51;2,93;2018-02-01
22:14:54;2,93;2018-02-01
22:14:58;2,93;2018-02-01
22:15:02;0;2018-02-01
22:15:06;0;2018-02-01
22:15:09;0;2018-02-01
22:15:13;0;2018-02-01
22:15:17;0;2018-02-01
22:15:20;0;2018-02-01
22:15:24;0;2018-02-01
22:15:28;0;2018-02-01
22:15:31;0;2018-02-01
22:15:39;2,93;2018-02-01
22:15:43;2,93;2018-02-01
22:15:46;0;2018-02-01
22:15:50;0;2018-02-01
22:15:54;0;2018-02-01
22:16:01;0;2018-02-01
22:16:05;0;2018-02-01
22:16:09;0;2018-02-01
22:16:12;0;2018-02-01
22:16:16;0;2018-02-01
22:16:20;0;2018-02-01
22:16:23;0;2018-02-01
22:16:27;5,859;2018-02-01
22:16:31;5,859;2018-02-01
22:16:34;2,93;2018-02-01
22:16:38;0;2018-02-01
22:16:46;0;2018-02-01
22:16:42;2,93;2018-02-01
22:16:49;0;2018-02-01
22:16:57;0;2018-02-01
22:16:53;0;2018-02-01
22:17:00;0;2018-02-01
22:17:04;0;2018-02-01
22:17:08;0;2018-02-01
22:17:15;0;2018-02-01
22:17:11;0;2018-02-01
22:17:19;0;2018-02-01
22:17:23;0;2018-02-01
22:17:26;0;2018-02-01
22:17:30;0;2018-02-01
22:17:34;0;2018-02-01
22:17:37;0;2018-02-01
22:17:41;0;2018-02-01
22:17:45;2,93;2018-02-01
22:17:52;0;2018-02-01
22:17:49;0;2018-02-01
22:17:56;0;2018-02-01
22:18:00;0;2018-02-01
22:18:03;0;2018-02-01
22:18:07;0;2018-02-01
22:18:11;0;2018-02-01
22:18:14;0;2018-02-01
22:18:18;0;2018-02-01
22:18:22;0;2018-02-01
22:18:26;2,93;2018-02-01
22:18:29;2,93;2018-02-01
22:18:33;0;2018-02-01
22:18:37;0;2018-02-01
22:18:44;0;2018-02-01
22:18:48;0;2018-02-01
22:18:52;0;2018-02-01
22:18:59;0;2018-02-01
22:18:55;0;2018-02-01
22:19:03;0;2018-02-01
22:19:06;0;2018-02-01
22:19:10;0;2018-02-01
22:19:14;0;2018-02-01
22:19:17;0;2018-02-01
22:19:21;0;2018-02-01
22:19:29;0;2018-02-01
22:19:32;0;2018-02-01
22:19:36;0;2018-02-01
22:19:40;0;2018-02-01
22:19:43;0;2018-02-01
22:19:47;0;2018-02-01
22:19:51;0;2018-02-01
22:19:54;0;2018-02-01
22:19:58;0;2018-02-01
22:20:02;5,859;2018-02-01
22:20:09;5,859;2018-02-01
22:20:13;5,859;2018-02-01
22:20:17;5,859;2018-02-01
22:20:28;0;2018-02-01
22:20:20;2,93;2018-02-01
22:20:32;0;2018-02-01
22:20:35;0;2018-02-01
22:20:39;0;2018-02-01
22:20:43;0;2018-02-01
22:20:46;0;2018-02-01
22:20:50;0;2018-02-01
22:20:54;0;2018-02-01
22:20:57;0;2018-02-01
22:21:01;0;2018-02-01
22:21:05;0;2018-02-01
22:21:16;0;2018-02-01
22:21:12;0;2018-02-01
22:21:20;0;2018-02-01
22:21:23;0;2018-02-01
22:21:27;0;2018-02-01
22:21:31;5,859;2018-02-01
22:21:35;5,859;2018-02-01
22:21:42;2,93;2018-02-01
22:21:46;2,93;2018-02-01
22:21:49;2,93;2018-02-01
22:21:53;2,93;2018-02-01
22:21:57;0;2018-02-01
22:22:00;0;2018-02-01
22:22:04;0;2018-02-01
22:22:08;0;2018-02-01
22:22:12;0;2018-02-01
22:22:15;0;2018-02-01
22:22:19;0;2018-02-01
22:22:23;0;2018-02-01
22:22:30;0;2018-02-01
22:22:26;0;2018-02-01
22:22:34;0;2018-02-01
22:22:38;0;2018-02-01
22:22:41;0;2018-02-01
22:22:45;0;2018-02-01
22:22:49;0;2018-02-01
22:22:52;0;2018-02-01
22:22:56;0;2018-02-01
22:23:00;0;2018-02-01
22:23:03;5,859;2018-02-01
22:23:11;0;2018-02-01
22:23:07;5,859;2018-02-01
22:23:15;5,859;2018-02-01
22:23:22;5,859;2018-02-01
22:23:18;5,859;2018-02-01
22:23:26;5,859;2018-02-01
22:23:29;2,93;2018-02-01
22:23:37;0;2018-02-01
22:23:40;0;2018-02-01
22:23:48;0;2018-02-01
22:23:55;0;2018-02-01
22:23:52;0;2018-02-01
22:23:59;0;2018-02-01
22:24:03;0;2018-02-01
22:24:06;0;2018-02-01
22:24:10;0;2018-02-01
22:24:14;5,859;2018-02-01
22:24:18;5,859;2018-02-01
22:24:21;5,859;2018-02-01
22:24:25;5,859;2018-02-01
22:24:29;5,859;2018-02-01
22:24:32;5,859;2018-02-01
22:24:36;5,859;2018-02-01
22:24:40;5,859;2018-02-01
22:24:43;2,93;2018-02-01
22:24:47;0;2018-02-01
22:24:51;0;2018-02-01
22:24:55;0;2018-02-01
22:24:58;0;2018-02-01
22:25:02;0;2018-02-01
22:25:06;2,93;2018-02-01
22:25:09;0;2018-02-01
22:25:13;0;2018-02-01
22:25:17;0;2018-02-01
22:25:21;0;2018-02-01
22:25:24;0;2018-02-01
22:25:28;0;2018-02-01
22:25:32;0;2018-02-01
22:25:35;0;2018-02-01
22:25:43;0;2018-02-01
22:25:39;0;2018-02-01
22:25:46;0;2018-02-01
22:25:50;0;2018-02-01
22:25:54;0;2018-02-01
22:25:58;0;2018-02-01
22:26:01;0;2018-02-01
22:26:05;0;2018-02-01
22:26:09;0;2018-02-01
22:26:16;0;2018-02-01
22:26:12;0;2018-02-01
22:26:20;5,859;2018-02-01
22:26:23;0;2018-02-01
22:26:27;0;2018-02-01
22:26:31;0;2018-02-01
22:26:35;0;2018-02-01
22:26:38;0;2018-02-01
22:26:42;0;2018-02-01
22:26:46;0;2018-02-01
22:26:49;0;2018-02-01
22:26:53;0;2018-02-01
22:26:57;0;2018-02-01
22:27:04;0;2018-02-01
22:27:01;0;2018-02-01
22:27:08;0;2018-02-01
22:27:12;0;2018-02-01
22:27:15;0;2018-02-01
22:27:19;0;2018-02-01
22:27:23;5,859;2018-02-01
22:27:26;0;2018-02-01
22:27:30;0;2018-02-01
22:27:34;5,859;2018-02-01
22:27:38;5,859;2018-02-01
22:27:41;5,859;2018-02-01
22:27:45;2,93;2018-02-01
22:27:49;2,93;2018-02-01
22:27:52;5,859;2018-02-01
22:27:56;5,859;2018-02-01
22:28:00;2,93;2018-02-01
22:28:03;0;2018-02-01
22:28:07;0;2018-02-01
22:28:11;0;2018-02-01
22:28:15;0;2018-02-01
22:28:18;0;2018-02-01
22:28:22;0;2018-02-01
22:28:26;0;2018-02-01
22:28:29;0;2018-02-01
22:28:33;0;2018-02-01
22:28:37;0;2018-02-01
22:28:41;0;2018-02-01
22:28:44;0;2018-02-01
22:28:48;0;2018-02-01
22:28:52;0;2018-02-01
22:28:55;0;2018-02-01
22:29:03;0;2018-02-01
22:28:59;0;2018-02-01
22:29:06;0;2018-02-01
22:29:14;0;2018-02-01
22:29:10;0;2018-02-01
22:29:18;0;2018-02-01
22:29:21;0;2018-02-01
22:29:25;0;2018-02-01
22:29:29;0;2018-02-01
22:29:32;0;2018-02-01
22:29:36;0;2018-02-01
22:29:40;0;2018-02-01
22:29:43;0;2018-02-01
22:29:47;0;2018-02-01
22:29:51;5,859;2018-02-01
22:29:55;2,93;2018-02-01
22:29:58;2,93;2018-02-01
22:30:02;0;2018-02-01
22:30:06;0;2018-02-01
22:30:09;0;2018-02-01
22:30:13;0;2018-02-01
22:30:17;0;2018-02-01
22:30:20;0;2018-02-01
22:30:24;0;2018-02-01
22:30:28;0;2018-02-01
22:30:32;0;2018-02-01
22:30:35;0;2018-02-01
22:30:39;0;2018-02-01
22:30:43;5,859;2018-02-01
22:30:46;0;2018-02-01
22:30:50;0;2018-02-01
22:30:54;0;2018-02-01
22:30:58;0;2018-02-01
22:31:01;0;2018-02-01
22:31:05;0;2018-02-01
22:31:09;0;2018-02-01
22:31:16;5,859;2018-02-01
22:31:23;5,859;2018-02-01
22:32:15;0;2018-02-01
22:32:19;0;2018-02-01
22:32:26;5,859;2018-02-01
22:32:30;2,93;2018-02-01
22:32:34;0;2018-02-01
22:32:38;0;2018-02-01
22:32:41;0;2018-02-01
22:32:45;0;2018-02-01
22:32:49;0;2018-02-01
22:32:52;0;2018-02-01
22:33:00;2,93;2018-02-01
22:33:11;0;2018-02-01
22:33:15;0;2018-02-01
22:33:18;0;2018-02-01
22:33:26;0;2018-02-01
22:33:22;0;2018-02-01
22:33:29;0;2018-02-01
22:33:33;0;2018-02-01
22:33:37;0;2018-02-01
22:33:40;0;2018-02-01
22:33:44;5,859;2018-02-01
22:33:48;5,859;2018-02-01
22:33:52;5,859;2018-02-01
22:33:55;2,93;2018-02-01
22:33:59;2,93;2018-02-01
22:34:03;2,93;2018-02-01
22:34:06;0;2018-02-01
22:34:10;0;2018-02-01
22:34:14;0;2018-02-01
22:34:17;0;2018-02-01
22:34:21;0;2018-02-01
22:34:25;5,859;2018-02-01
22:34:29;5,859;2018-02-01
22:34:32;5,859;2018-02-01
22:34:36;2,93;2018-02-01
22:34:40;0;2018-02-01
22:34:43;0;2018-02-01
22:34:47;0;2018-02-01
22:34:51;0;2018-02-01
22:34:54;0;2018-02-01
22:34:58;0;2018-02-01
22:35:02;0;2018-02-01
22:35:06;0;2018-02-01
22:35:09;0;2018-02-01
22:35:17;5,859;2018-02-01
22:35:20;5,859;2018-02-01
22:35:24;2,93;2018-02-01
22:35:28;2,93;2018-02-01
22:35:32;2,93;2018-02-01
22:35:35;0;2018-02-01
22:35:39;0;2018-02-01
22:35:43;0;2018-02-01
22:35:46;0;2018-02-01
22:35:50;0;2018-02-01
22:35:54;0;2018-02-01
22:35:57;0;2018-02-01
22:36:01;5,859;2018-02-01
22:36:05;0;2018-02-01
22:36:16;0;2018-02-01
22:36:20;0;2018-02-01
22:36:27;0;2018-02-01
22:36:31;0;2018-02-01
22:36:34;5,859;2018-02-01
22:36:38;5,859;2018-02-01
22:36:42;2,93;2018-02-01
22:36:46;2,93;2018-02-01
22:36:49;0;2018-02-01
22:36:53;0;2018-02-01
22:36:57;0;2018-02-01
22:37:00;0;2018-02-01
22:37:04;0;2018-02-01
22:37:08;0;2018-02-01
22:37:11;0;2018-02-01
22:37:15;0;2018-02-01
22:37:19;5,859;2018-02-01
22:37:23;2,93;2018-02-01
22:37:26;0;2018-02-01
22:37:30;0;2018-02-01
22:37:34;0;2018-02-01
22:37:37;0;2018-02-01
22:37:41;0;2018-02-01
22:37:45;0;2018-02-01
22:37:49;0;2018-02-01
22:37:52;0;2018-02-01
22:37:56;0;2018-02-01
22:38:00;2,93;2018-02-01
22:38:03;0;2018-02-01
22:38:07;0;2018-02-01
22:38:11;0;2018-02-01
22:38:14;0;2018-02-01
22:38:18;0;2018-02-01
22:38:22;0;2018-02-01
22:38:29;0;2018-02-01
22:38:33;0;2018-02-01
22:38:37;0;2018-02-01
22:38:40;0;2018-02-01
22:38:44;0;2018-02-01
22:38:48;5,859;2018-02-01
22:38:51;2,93;2018-02-01
22:38:55;0;2018-02-01
22:38:59;0;2018-02-01
22:39:06;0;2018-02-01
22:39:10;0;2018-02-01
22:39:14;0;2018-02-01
22:39:17;0;2018-02-01
22:39:21;0;2018-02-01
22:39:25;5,859;2018-02-01
22:39:28;5,859;2018-02-01
22:39:32;2,93;2018-02-01
22:39:36;2,93;2018-02-01
22:39:40;0;2018-02-01
22:39:43;0;2018-02-01
22:39:47;0;2018-02-01
22:39:51;0;2018-02-01
22:39:54;0;2018-02-01
22:39:58;0;2018-02-01
22:40:02;0;2018-02-01
22:40:05;0;2018-02-01
22:40:09;0;2018-02-01
22:40:13;0;2018-02-01
22:40:17;0;2018-02-01
22:40:24;2,93;2018-02-01
22:40:31;0;2018-02-01
22:40:35;0;2018-02-01
22:40:42;0;2018-02-01
22:40:46;0;2018-02-01
22:40:50;0;2018-02-01
22:40:54;0;2018-02-01
22:40:57;0;2018-02-01
22:41:01;0;2018-02-01
22:41:08;5,859;2018-02-01
22:41:12;2,93;2018-02-01
22:41:16;0;2018-02-01
22:41:19;0;2018-02-01
22:41:23;0;2018-02-01
22:41:27;0;2018-02-01
22:41:34;0;2018-02-01
22:41:38;0;2018-02-01
22:41:42;0;2018-02-01
22:41:45;0;2018-02-01
22:41:49;5,859;2018-02-01
22:41:53;2,93;2018-02-01
22:41:56;2,93;2018-02-01
22:42:00;2,93;2018-02-01
22:42:04;0;2018-02-01
22:42:11;0;2018-02-01
22:42:15;0;2018-02-01
22:42:19;0;2018-02-01
22:42:22;0;2018-02-01
22:42:26;0;2018-02-01
22:42:30;5,859;2018-02-01
22:42:33;2,93;2018-02-01
22:42:37;0;2018-02-01
22:42:41;0;2018-02-01
22:42:45;0;2018-02-01
22:42:48;0;2018-02-01
22:42:52;0;2018-02-01
22:42:56;0;2018-02-01
22:42:59;0;2018-02-01
22:43:03;0;2018-02-01
22:43:07;0;2018-02-01
22:43:10;0;2018-02-01
22:43:14;0;2018-02-01
22:43:18;0;2018-02-01
22:43:22;5,859;2018-02-01
22:43:25;2,93;2018-02-01
22:43:29;2,93;2018-02-01
22:43:33;0;2018-02-01
22:43:36;0;2018-02-01
22:43:40;0;2018-02-01
22:43:48;0;2018-02-01
22:43:51;0;2018-02-01
22:43:55;0;2018-02-01
22:43:59;5,859;2018-02-01
22:44:02;5,859;2018-02-01
22:44:06;2,93;2018-02-01
22:44:10;2,93;2018-02-01
22:44:13;2,93;2018-02-01
22:44:17;0;2018-02-01
22:44:21;0;2018-02-01
22:44:25;0;2018-02-01
22:44:28;0;2018-02-01
22:44:32;0;2018-02-01
22:44:36;0;2018-02-01
22:44:39;0;2018-02-01
22:44:43;0;2018-02-01
22:44:47;0;2018-02-01
22:44:50;0;2018-02-01
22:44:54;5,859;2018-02-01
22:44:58;5,859;2018-02-01
22:45:02;2,93;2018-02-01
22:45:05;2,93;2018-02-01
22:45:09;0;2018-02-01
22:45:13;0;2018-02-01
22:45:16;0;2018-02-01
22:45:20;0;2018-02-01
22:45:24;0;2018-02-01
22:45:27;5,859;2018-02-01
22:45:31;2,93;2018-02-01
22:45:35;2,93;2018-02-01
22:45:39;0;2018-02-01
22:45:42;0;2018-02-01
22:45:46;0;2018-02-01
22:45:50;0;2018-02-01
22:46:01;0;2018-02-01
22:46:04;0;2018-02-01
22:46:08;0;2018-02-01
22:46:12;0;2018-02-01
22:46:19;0;2018-02-01
22:46:23;0;2018-02-01
22:46:16;5,859;2018-02-01
22:46:27;0;2018-02-01
22:46:30;0;2018-02-01
22:46:34;0;2018-02-01
22:46:38;0;2018-02-01
22:46:42;5,859;2018-02-01
22:46:45;2,93;2018-02-01
22:46:49;0;2018-02-01
22:46:53;0;2018-02-01
22:46:56;0;2018-02-01
22:47:00;0;2018-02-01
22:47:04;0;2018-02-01
22:47:07;2,93;2018-02-01
22:47:11;2,93;2018-02-01
22:47:15;0;2018-02-01
22:47:19;0;2018-02-01
22:47:22;0;2018-02-01
22:47:26;0;2018-02-01
22:47:30;0;2018-02-01
22:47:33;0;2018-02-01
22:47:37;0;2018-02-01
22:47:41;5,859;2018-02-01
22:47:45;2,93;2018-02-01
22:47:48;0;2018-02-01
22:47:52;0;2018-02-01
22:47:56;0;2018-02-01
22:47:59;0;2018-02-01
22:48:03;0;2018-02-01
22:48:07;0;2018-02-01
22:48:11;0;2018-02-01
22:48:14;0;2018-02-01
22:48:18;0;2018-02-01
22:48:22;0;2018-02-01
22:48:25;5,859;2018-02-01
22:48:29;5,859;2018-02-01
22:48:33;0;2018-02-01
22:48:36;0;2018-02-01
22:48:40;0;2018-02-01
22:48:44;0;2018-02-01
22:48:48;0;2018-02-01
22:48:51;0;2018-02-01
22:48:55;0;2018-02-01
22:48:59;0;2018-02-01
22:49:02;0;2018-02-01
22:49:06;5,859;2018-02-01
22:49:10;5,859;2018-02-01
22:49:14;5,859;2018-02-01
22:49:17;5,859;2018-02-01
22:49:21;2,93;2018-02-01
22:49:25;0;2018-02-01
22:49:28;0;2018-02-01
22:49:32;0;2018-02-01
22:49:36;0;2018-02-01
22:49:43;0;2018-02-01
22:49:47;0;2018-02-01
22:49:51;0;2018-02-01
22:49:58;0;2018-02-01
22:50:02;0;2018-02-01
22:50:05;5,859;2018-02-01
22:50:09;0;2018-02-01
22:50:13;5,859;2018-02-01
22:50:16;5,859;2018-02-01
22:50:20;2,93;2018-02-01
22:50:24;2,93;2018-02-01
22:50:28;2,93;2018-02-01
22:50:31;0;2018-02-01
22:50:35;0;2018-02-01
22:50:39;0;2018-02-01
22:50:42;0;2018-02-01
22:50:46;0;2018-02-01
22:50:50;0;2018-02-01
22:50:54;0;2018-02-01
22:50:57;0;2018-02-01
22:51:01;0;2018-02-01
22:51:05;0;2018-02-01
22:51:08;0;2018-02-01
22:51:12;0;2018-02-01
22:51:16;5,859;2018-02-01
22:51:19;2,93;2018-02-01
22:51:23;0;2018-02-01
22:51:27;0;2018-02-01
22:51:31;0;2018-02-01
22:51:34;0;2018-02-01
22:51:38;0;2018-02-01
22:51:42;0;2018-02-01
22:51:45;0;2018-02-01
22:51:49;0;2018-02-01
