Hora;Potencia (W);Fecha
19:53:44;17,578;2018-02-01
19:53:40;14,648;2018-02-01
19:53:52;20,508;2018-02-01
19:53:55;14,648;2018-02-01
19:53:48;20,508;2018-02-01
19:53:59;17,578;2018-02-01
19:54:03;20,508;2018-02-01
19:54:06;17,578;2018-02-01
19:54:10;17,578;2018-02-01
19:54:14;20,508;2018-02-01
19:54:18;20,508;2018-02-01
19:54:21;20,508;2018-02-01
19:54:25;17,578;2018-02-01
19:54:29;17,578;2018-02-01
19:54:32;17,578;2018-02-01
19:54:36;20,508;2018-02-01
19:54:40;14,648;2018-02-01
19:54:43;14,648;2018-02-01
19:54:51;20,508;2018-02-01
19:54:55;20,508;2018-02-01
19:54:47;20,508;2018-02-01
19:54:58;17,578;2018-02-01
19:55:02;20,508;2018-02-01
19:55:06;20,508;2018-02-01
19:55:13;20,508;2018-02-01
19:55:09;20,508;2018-02-01
19:55:17;14,648;2018-02-01
19:55:20;17,578;2018-02-01
19:55:24;20,508;2018-02-01
19:55:28;20,508;2018-02-01
19:55:32;20,508;2018-02-01
19:55:35;20,508;2018-02-01
19:55:39;20,508;2018-02-01
19:55:46;14,648;2018-02-01
19:55:50;17,578;2018-02-01
19:55:43;14,648;2018-02-01
19:55:54;14,648;2018-02-01
19:55:57;14,648;2018-02-01
19:56:05;20,508;2018-02-01
19:56:09;14,648;2018-02-01
19:56:12;14,648;2018-02-01
19:56:01;17,578;2018-02-01
19:56:20;20,508;2018-02-01
19:56:16;17,578;2018-02-01
19:56:23;20,508;2018-02-01
19:56:27;38,086;2018-02-01
19:56:31;23,438;2018-02-01
19:56:34;17,578;2018-02-01
19:56:38;23,438;2018-02-01
19:56:42;14,648;2018-02-01
19:56:46;14,648;2018-02-01
19:56:49;17,578;2018-02-01
19:56:53;26,367;2018-02-01
19:56:57;14,648;2018-02-01
19:57:04;17,578;2018-02-01
19:57:11;17,578;2018-02-01
19:57:08;20,508;2018-02-01
19:57:15;20,508;2018-02-01
19:57:19;20,508;2018-02-01
19:57:23;26,367;2018-02-01
19:57:26;20,508;2018-02-01
19:57:30;32,227;2018-02-01
19:57:34;17,578;2018-02-01
19:57:37;20,508;2018-02-01
19:57:41;17,578;2018-02-01
19:57:45;26,367;2018-02-01
19:57:48;26,367;2018-02-01
19:57:52;23,438;2018-02-01
19:58:00;20,508;2018-02-01
19:57:56;20,508;2018-02-01
19:58:03;17,578;2018-02-01
19:58:07;26,367;2018-02-01
19:58:14;38,086;2018-02-01
19:58:11;26,367;2018-02-01
19:58:18;29,297;2018-02-01
19:58:22;20,508;2018-02-01
19:58:33;32,227;2018-02-01
19:58:29;20,508;2018-02-01
19:58:37;23,438;2018-02-01
19:58:44;23,438;2018-02-01
19:58:40;23,438;2018-02-01
19:58:48;35,156;2018-02-01
19:58:51;26,367;2018-02-01
19:58:55;32,227;2018-02-01
19:58:59;26,367;2018-02-01
19:59:03;32,227;2018-02-01
19:59:06;23,438;2018-02-01
19:59:10;23,438;2018-02-01
19:59:14;35,156;2018-02-01
19:59:17;29,297;2018-02-01
19:59:21;35,156;2018-02-01
19:59:25;23,438;2018-02-01
19:59:28;20,508;2018-02-01
19:59:32;26,367;2018-02-01
19:59:36;29,297;2018-02-01
19:59:40;20,508;2018-02-01
19:59:43;20,508;2018-02-01
19:59:47;20,508;2018-02-01
19:59:51;23,438;2018-02-01
19:59:54;23,438;2018-02-01
20:00:02;20,508;2018-02-01
19:59:58;20,508;2018-02-01
20:00:05;26,367;2018-02-01
20:00:13;23,438;2018-02-01
20:00:09;29,297;2018-02-01
20:00:17;17,578;2018-02-01
20:00:20;23,438;2018-02-01
20:00:24;20,508;2018-02-01
20:00:28;29,297;2018-02-01
20:00:31;23,438;2018-02-01
20:00:39;17,578;2018-02-01
20:00:35;17,578;2018-02-01
20:00:42;23,438;2018-02-01
20:00:46;26,367;2018-02-01
20:00:50;20,508;2018-02-01
20:00:54;29,297;2018-02-01
20:01:01;17,578;2018-02-01
20:00:57;23,438;2018-02-01
20:01:05;26,367;2018-02-01
20:01:08;20,508;2018-02-01
20:01:12;17,578;2018-02-01
20:01:16;11,719;2018-02-01
20:01:19;17,578;2018-02-01
20:01:23;20,508;2018-02-01
20:01:27;23,438;2018-02-01
20:01:31;17,578;2018-02-01
20:01:38;17,578;2018-02-01
20:01:34;17,578;2018-02-01
20:01:42;17,578;2018-02-01
20:01:45;17,578;2018-02-01
20:01:49;17,578;2018-02-01
20:01:53;17,578;2018-02-01
20:01:56;17,578;2018-02-01
20:02:00;20,508;2018-02-01
20:02:04;17,578;2018-02-01
20:02:07;20,508;2018-02-01
20:02:11;20,508;2018-02-01
20:02:15;17,578;2018-02-01
20:02:19;14,648;2018-02-01
20:02:22;17,578;2018-02-01
20:02:26;14,648;2018-02-01
20:02:30;20,508;2018-02-01
20:02:33;17,578;2018-02-01
20:02:41;17,578;2018-02-01
20:02:45;17,578;2018-02-01
20:02:52;17,578;2018-02-01
20:02:48;17,578;2018-02-01
20:02:56;20,508;2018-02-01
20:02:59;17,578;2018-02-01
20:03:07;20,508;2018-02-01
20:03:03;23,438;2018-02-01
20:03:10;23,438;2018-02-01
20:03:14;14,648;2018-02-01
20:03:18;20,508;2018-02-01
20:03:25;17,578;2018-02-01
20:03:22;17,578;2018-02-01
20:03:29;20,508;2018-02-01
20:03:33;20,508;2018-02-01
20:03:36;17,578;2018-02-01
20:03:40;14,648;2018-02-01
20:03:47;20,508;2018-02-01
20:03:44;17,578;2018-02-01
20:03:51;17,578;2018-02-01
20:03:55;20,508;2018-02-01
20:03:59;20,508;2018-02-01
20:04:02;14,648;2018-02-01
20:04:06;14,648;2018-02-01
20:04:10;20,508;2018-02-01
20:04:13;17,578;2018-02-01
20:04:17;20,508;2018-02-01
20:04:21;20,508;2018-02-01
20:04:24;17,578;2018-02-01
20:04:28;20,508;2018-02-01
20:04:32;20,508;2018-02-01
20:04:39;17,578;2018-02-01
20:04:36;17,578;2018-02-01
20:04:43;17,578;2018-02-01
20:04:47;20,508;2018-02-01
20:04:58;17,578;2018-02-01
20:04:50;23,438;2018-02-01
20:04:54;20,508;2018-02-01
20:05:01;14,648;2018-02-01
20:05:05;20,508;2018-02-01
20:05:09;20,508;2018-02-01
20:05:13;17,578;2018-02-01
20:05:16;17,578;2018-02-01
20:05:20;17,578;2018-02-01
20:05:27;17,578;2018-02-01
20:05:24;17,578;2018-02-01
20:05:31;17,578;2018-02-01
20:05:35;14,648;2018-02-01
20:05:38;17,578;2018-02-01
20:05:42;17,578;2018-02-01
20:05:46;20,508;2018-02-01
20:05:50;32,227;2018-02-01
20:05:53;17,578;2018-02-01
20:05:57;20,508;2018-02-01
20:06:01;23,438;2018-02-01
20:06:04;14,648;2018-02-01
20:06:08;20,508;2018-02-01
20:06:12;20,508;2018-02-01
20:06:15;14,648;2018-02-01
20:06:19;23,438;2018-02-01
20:06:23;20,508;2018-02-01
20:06:27;17,578;2018-02-01
20:06:30;17,578;2018-02-01
20:06:38;20,508;2018-02-01
20:06:34;14,648;2018-02-01
20:06:41;17,578;2018-02-01
20:06:45;14,648;2018-02-01
20:06:49;20,508;2018-02-01
20:06:56;17,578;2018-02-01
20:06:53;17,578;2018-02-01
20:07:00;17,578;2018-02-01
20:07:04;20,508;2018-02-01
20:07:07;20,508;2018-02-01
20:07:11;17,578;2018-02-01
20:07:15;17,578;2018-02-01
20:07:18;20,508;2018-02-01
20:07:22;20,508;2018-02-01
20:07:26;20,508;2018-02-01
20:07:30;20,508;2018-02-01
20:07:33;20,508;2018-02-01
20:07:37;20,508;2018-02-01
20:07:44;20,508;2018-02-01
20:07:41;20,508;2018-02-01
20:07:48;14,648;2018-02-01
20:07:55;14,648;2018-02-01
20:07:52;23,438;2018-02-01
20:07:59;29,297;2018-02-01
20:08:03;23,438;2018-02-01
20:08:07;20,508;2018-02-01
20:08:10;17,578;2018-02-01
20:08:18;20,508;2018-02-01
20:08:14;17,578;2018-02-01
20:08:25;17,578;2018-02-01
20:08:29;17,578;2018-02-01
20:08:21;20,508;2018-02-01
20:08:33;14,648;2018-02-01
20:08:36;14,648;2018-02-01
20:08:40;17,578;2018-02-01
20:08:47;20,508;2018-02-01
20:08:44;17,578;2018-02-01
20:08:51;14,648;2018-02-01
20:08:55;14,648;2018-02-01
20:08:58;20,508;2018-02-01
20:09:02;17,578;2018-02-01
20:09:06;20,508;2018-02-01
20:09:10;17,578;2018-02-01
20:09:13;20,508;2018-02-01
20:09:21;20,508;2018-02-01
20:09:17;17,578;2018-02-01
20:09:24;20,508;2018-02-01
20:09:28;17,578;2018-02-01
20:09:32;17,578;2018-02-01
20:09:35;11,719;2018-02-01
20:09:39;14,648;2018-02-01
20:09:43;17,578;2018-02-01
20:09:47;20,508;2018-02-01
20:09:50;20,508;2018-02-01
20:09:54;20,508;2018-02-01
20:09:58;20,508;2018-02-01
20:10:01;20,508;2018-02-01
20:10:05;14,648;2018-02-01
20:10:13;14,648;2018-02-01
20:10:09;20,508;2018-02-01
20:10:16;20,508;2018-02-01
20:10:20;17,578;2018-02-01
20:10:24;20,508;2018-02-01
20:10:27;20,508;2018-02-01
20:10:31;14,648;2018-02-01
20:10:35;17,578;2018-02-01
20:10:38;20,508;2018-02-01
20:10:42;20,508;2018-02-01
20:10:46;17,578;2018-02-01
20:10:50;20,508;2018-02-01
20:10:57;20,508;2018-02-01
20:11:01;17,578;2018-02-01
20:11:04;20,508;2018-02-01
20:11:12;20,508;2018-02-01
20:11:08;17,578;2018-02-01
20:11:19;20,508;2018-02-01
20:11:15;20,508;2018-02-01
20:11:23;14,648;2018-02-01
20:11:27;20,508;2018-02-01
20:11:30;17,578;2018-02-01
20:11:34;20,508;2018-02-01
20:11:38;20,508;2018-02-01
20:11:41;17,578;2018-02-01
20:11:45;14,648;2018-02-01
20:11:49;14,648;2018-02-01
20:11:56;17,578;2018-02-01
20:12:00;17,578;2018-02-01
20:12:04;17,578;2018-02-01
20:12:07;20,508;2018-02-01
20:12:11;20,508;2018-02-01
20:12:15;23,438;2018-02-01
20:12:18;14,648;2018-02-01
20:12:22;20,508;2018-02-01
20:12:26;20,508;2018-02-01
20:12:30;20,508;2018-02-01
20:12:33;20,508;2018-02-01
20:12:37;20,508;2018-02-01
20:12:41;20,508;2018-02-01
20:12:44;17,578;2018-02-01
20:12:48;20,508;2018-02-01
20:12:52;14,648;2018-02-01
20:12:59;20,508;2018-02-01
20:13:03;17,578;2018-02-01
20:12:55;20,508;2018-02-01
20:13:07;14,648;2018-02-01
20:13:10;20,508;2018-02-01
20:13:14;14,648;2018-02-01
20:13:18;17,578;2018-02-01
20:13:21;26,367;2018-02-01
20:13:29;17,578;2018-02-01
20:13:32;17,578;2018-02-01
20:13:40;17,578;2018-02-01
20:13:44;20,508;2018-02-01
20:13:36;20,508;2018-02-01
20:13:47;20,508;2018-02-01
20:13:55;14,648;2018-02-01
20:13:51;20,508;2018-02-01
20:13:58;20,508;2018-02-01
20:14:02;20,508;2018-02-01
20:14:06;20,508;2018-02-01
20:14:13;20,508;2018-02-01
20:14:17;17,578;2018-02-01
20:14:21;17,578;2018-02-01
20:14:24;17,578;2018-02-01
20:14:32;17,578;2018-02-01
20:14:28;20,508;2018-02-01
20:14:35;23,438;2018-02-01
20:14:43;14,648;2018-02-01
20:14:47;20,508;2018-02-01
20:14:39;8,789;2018-02-01
20:14:54;17,578;2018-02-01
20:15:01;14,648;2018-02-01
20:14:58;17,578;2018-02-01
20:15:05;14,648;2018-02-01
20:15:09;20,508;2018-02-01
20:15:12;20,508;2018-02-01
20:15:16;20,508;2018-02-01
20:15:24;17,578;2018-02-01
20:15:20;17,578;2018-02-01
20:15:27;17,578;2018-02-01
20:15:31;17,578;2018-02-01
20:15:35;20,508;2018-02-01
20:15:38;20,508;2018-02-01
20:15:46;20,508;2018-02-01
20:15:42;14,648;2018-02-01
20:15:49;14,648;2018-02-01
20:15:53;20,508;2018-02-01
20:15:57;20,508;2018-02-01
20:16:01;20,508;2018-02-01
20:16:04;20,508;2018-02-01
20:16:08;17,578;2018-02-01
20:16:15;20,508;2018-02-01
20:16:12;14,648;2018-02-01
20:16:19;17,578;2018-02-01
20:16:23;20,508;2018-02-01
20:16:30;20,508;2018-02-01
20:16:34;14,648;2018-02-01
20:16:38;14,648;2018-02-01
20:16:41;14,648;2018-02-01
20:16:45;20,508;2018-02-01
20:16:49;17,578;2018-02-01
20:16:56;20,508;2018-02-01
20:17:04;17,578;2018-02-01
20:17:00;20,508;2018-02-01
20:17:11;20,508;2018-02-01
20:17:07;17,578;2018-02-01
20:17:15;14,648;2018-02-01
20:17:18;17,578;2018-02-01
20:17:26;14,648;2018-02-01
20:17:22;20,508;2018-02-01
20:17:29;20,508;2018-02-01
20:17:33;20,508;2018-02-01
20:17:37;20,508;2018-02-01
20:17:41;20,508;2018-02-01
20:17:44;17,578;2018-02-01
20:17:52;20,508;2018-02-01
20:17:48;20,508;2018-02-01
20:17:55;23,438;2018-02-01
20:17:59;20,508;2018-02-01
20:18:03;14,648;2018-02-01
20:18:06;20,508;2018-02-01
20:18:10;20,508;2018-02-01
20:18:18;14,648;2018-02-01
20:18:14;17,578;2018-02-01
20:18:21;14,648;2018-02-01
20:18:25;17,578;2018-02-01
20:18:29;20,508;2018-02-01
20:18:32;14,648;2018-02-01
20:18:36;20,508;2018-02-01
20:18:40;20,508;2018-02-01
20:18:44;17,578;2018-02-01
20:18:51;14,648;2018-02-01
20:18:55;23,438;2018-02-01
20:18:58;20,508;2018-02-01
20:19:02;20,508;2018-02-01
20:19:09;17,578;2018-02-01
20:19:06;11,719;2018-02-01
20:19:13;14,648;2018-02-01
20:19:17;20,508;2018-02-01
20:19:24;17,578;2018-02-01
20:19:21;20,508;2018-02-01
20:19:28;20,508;2018-02-01
20:19:32;20,508;2018-02-01
20:19:35;14,648;2018-02-01
20:19:43;17,578;2018-02-01
20:19:39;17,578;2018-02-01
20:19:50;20,508;2018-02-01
20:19:46;20,508;2018-02-01
20:19:54;17,578;2018-02-01
20:19:58;14,648;2018-02-01
20:20:05;20,508;2018-02-01
20:20:09;14,648;2018-02-01
20:20:01;20,508;2018-02-01
20:20:12;17,578;2018-02-01
20:20:16;20,508;2018-02-01
20:20:23;14,648;2018-02-01
20:20:20;17,578;2018-02-01
20:20:31;20,508;2018-02-01
20:20:27;17,578;2018-02-01
20:20:35;20,508;2018-02-01
20:20:42;14,648;2018-02-01
20:20:46;20,508;2018-02-01
20:20:38;14,648;2018-02-01
20:20:49;17,578;2018-02-01
20:20:53;17,578;2018-02-01
20:20:57;20,508;2018-02-01
20:21:00;17,578;2018-02-01
20:21:04;20,508;2018-02-01
20:21:12;14,648;2018-02-01
20:21:15;20,508;2018-02-01
20:21:23;20,508;2018-02-01
20:21:19;14,648;2018-02-01
20:21:26;17,578;2018-02-01
20:21:30;17,578;2018-02-01
20:21:34;17,578;2018-02-01
20:21:38;20,508;2018-02-01
20:21:41;17,578;2018-02-01
20:21:45;17,578;2018-02-01
20:21:49;20,508;2018-02-01
20:21:52;14,648;2018-02-01
20:21:56;17,578;2018-02-01
20:22:00;17,578;2018-02-01
20:22:03;17,578;2018-02-01
20:22:07;20,508;2018-02-01
20:22:11;17,578;2018-02-01
20:22:15;23,438;2018-02-01
20:22:18;14,648;2018-02-01
20:22:26;20,508;2018-02-01
20:22:22;17,578;2018-02-01
20:22:29;17,578;2018-02-01
20:22:33;14,648;2018-02-01
20:22:37;17,578;2018-02-01
20:22:44;20,508;2018-02-01
20:22:40;29,297;2018-02-01
20:22:48;17,578;2018-02-01
20:22:52;11,719;2018-02-01
20:22:55;17,578;2018-02-01
20:22:59;17,578;2018-02-01
20:23:03;17,578;2018-02-01
20:23:06;14,648;2018-02-01
20:23:14;20,508;2018-02-01
20:23:10;14,648;2018-02-01
20:23:17;17,578;2018-02-01
20:23:21;20,508;2018-02-01
20:23:25;23,438;2018-02-01
20:23:29;14,648;2018-02-01
20:23:32;14,648;2018-02-01
20:23:36;17,578;2018-02-01
20:23:43;17,578;2018-02-01
20:23:40;20,508;2018-02-01
20:23:47;20,508;2018-02-01
20:23:51;14,648;2018-02-01
20:23:54;20,508;2018-02-01
20:24:02;14,648;2018-02-01
20:24:06;14,648;2018-02-01
20:23:58;20,508;2018-02-01
20:24:09;17,578;2018-02-01
20:24:13;14,648;2018-02-01
20:24:17;14,648;2018-02-01
20:24:20;17,578;2018-02-01
20:24:24;17,578;2018-02-01
20:24:28;17,578;2018-02-01
20:24:35;20,508;2018-02-01
20:24:31;14,648;2018-02-01
20:24:39;29,297;2018-02-01
20:24:43;17,578;2018-02-01
20:24:46;14,648;2018-02-01
20:24:50;20,508;2018-02-01
20:24:54;14,648;2018-02-01
20:24:57;20,508;2018-02-01
20:25:01;14,648;2018-02-01
20:25:05;14,648;2018-02-01
20:25:08;20,508;2018-02-01
20:25:12;20,508;2018-02-01
20:25:16;14,648;2018-02-01
20:25:23;20,508;2018-02-01
20:25:27;20,508;2018-02-01
20:25:31;20,508;2018-02-01
20:25:34;17,578;2018-02-01
20:25:42;14,648;2018-02-01
20:25:45;17,578;2018-02-01
20:25:38;20,508;2018-02-01
20:25:49;20,508;2018-02-01
20:25:57;17,578;2018-02-01
20:26:00;20,508;2018-02-01
20:25:53;14,648;2018-02-01
20:26:04;20,508;2018-02-01
20:26:08;20,508;2018-02-01
20:26:11;14,648;2018-02-01
20:26:15;20,508;2018-02-01
20:26:19;20,508;2018-02-01
20:26:23;17,578;2018-02-01
20:26:26;23,438;2018-02-01
20:26:30;17,578;2018-02-01
20:26:34;17,578;2018-02-01
20:26:37;20,508;2018-02-01
20:26:45;20,508;2018-02-01
20:26:41;14,648;2018-02-01
20:26:48;20,508;2018-02-01
20:26:52;14,648;2018-02-01
20:26:56;20,508;2018-02-01
20:27:00;20,508;2018-02-01
20:27:03;20,508;2018-02-01
20:27:07;14,648;2018-02-01
20:27:14;20,508;2018-02-01
20:27:11;14,648;2018-02-01
20:27:18;20,508;2018-02-01
20:27:22;20,508;2018-02-01
20:27:29;20,508;2018-02-01
20:27:25;17,578;2018-02-01
20:27:33;11,719;2018-02-01
20:27:40;20,508;2018-02-01
20:27:37;20,508;2018-02-01
20:27:44;14,648;2018-02-01
20:27:48;20,508;2018-02-01
20:27:51;17,578;2018-02-01
20:27:55;14,648;2018-02-01
20:27:59;17,578;2018-02-01
20:28:02;20,508;2018-02-01
20:28:06;17,578;2018-02-01
20:28:10;20,508;2018-02-01
20:28:14;17,578;2018-02-01
20:28:21;20,508;2018-02-01
20:28:17;14,648;2018-02-01
20:28:25;17,578;2018-02-01
20:28:28;14,648;2018-02-01
20:28:32;20,508;2018-02-01
20:28:36;20,508;2018-02-01
20:28:39;20,508;2018-02-01
20:28:43;17,578;2018-02-01
20:28:47;20,508;2018-02-01
20:28:50;17,578;2018-02-01
20:28:54;14,648;2018-02-01
20:29:05;14,648;2018-02-01
20:29:02;20,508;2018-02-01
20:28:58;14,648;2018-02-01
20:29:09;23,438;2018-02-01
20:29:13;20,508;2018-02-01
20:29:16;23,438;2018-02-01
20:29:20;20,508;2018-02-01
20:29:24;20,508;2018-02-01
20:29:27;17,578;2018-02-01
20:29:31;17,578;2018-02-01
20:29:35;17,578;2018-02-01
20:29:39;17,578;2018-02-01
20:29:42;20,508;2018-02-01
20:29:46;17,578;2018-02-01
20:29:50;17,578;2018-02-01
20:29:57;14,648;2018-02-01
20:29:53;17,578;2018-02-01
20:30:08;17,578;2018-02-01
20:30:05;20,508;2018-02-01
20:30:12;14,648;2018-02-01
20:30:16;17,578;2018-02-01
20:30:19;17,578;2018-02-01
20:30:30;32,227;2018-02-01
20:30:23;14,648;2018-02-01
20:30:34;14,648;2018-02-01
20:30:38;8,789;2018-02-01
20:30:45;17,578;2018-02-01
20:30:41;20,508;2018-02-01
20:30:49;14,648;2018-02-01
20:30:53;20,508;2018-02-01
20:30:56;20,508;2018-02-01
20:31:00;14,648;2018-02-01
20:31:07;17,578;2018-02-01
20:31:11;17,578;2018-02-01
20:31:15;14,648;2018-02-01
20:31:18;17,578;2018-02-01
20:31:22;17,578;2018-02-01
20:31:26;17,578;2018-02-01
20:31:33;20,508;2018-02-01
20:31:30;17,578;2018-02-01
20:31:37;17,578;2018-02-01
20:31:41;14,648;2018-02-01
20:31:44;14,648;2018-02-01
20:31:48;20,508;2018-02-01
20:31:52;17,578;2018-02-01
20:31:55;17,578;2018-02-01
20:31:59;20,508;2018-02-01
20:32:03;17,578;2018-02-01
20:32:07;20,508;2018-02-01
20:32:10;17,578;2018-02-01
20:32:18;17,578;2018-02-01
20:32:14;17,578;2018-02-01
20:32:21;20,508;2018-02-01
20:32:25;14,648;2018-02-01
20:32:29;20,508;2018-02-01
20:32:32;26,367;2018-02-01
20:32:40;17,578;2018-02-01
20:32:36;17,578;2018-02-01
20:32:44;17,578;2018-02-01
20:32:47;23,438;2018-02-01
20:32:51;14,648;2018-02-01
20:32:55;23,438;2018-02-01
20:32:58;11,719;2018-02-01
20:33:02;20,508;2018-02-01
20:33:09;14,648;2018-02-01
20:33:06;14,648;2018-02-01
20:33:17;20,508;2018-02-01
20:33:13;23,438;2018-02-01
20:33:24;32,227;2018-02-01
20:33:21;26,367;2018-02-01
20:33:32;20,508;2018-02-01
20:33:28;17,578;2018-02-01
20:33:35;20,508;2018-02-01
20:33:39;11,719;2018-02-01
20:33:43;20,508;2018-02-01
20:33:46;17,578;2018-02-01
20:33:50;14,648;2018-02-01
20:33:54;17,578;2018-02-01
20:33:58;17,578;2018-02-01
20:34:01;14,648;2018-02-01
20:34:05;17,578;2018-02-01
20:34:09;11,719;2018-02-01
20:34:12;20,508;2018-02-01
20:34:16;2,93;2018-02-01
20:34:20;20,508;2018-02-01
20:34:23;20,508;2018-02-01
20:34:27;17,578;2018-02-01
20:34:31;20,508;2018-02-01
20:34:38;8,789;2018-02-01
20:34:35;14,648;2018-02-01
20:34:42;14,648;2018-02-01
20:34:46;17,578;2018-02-01
20:34:49;20,508;2018-02-01
20:34:53;17,578;2018-02-01
20:34:57;20,508;2018-02-01
20:35:04;20,508;2018-02-01
20:35:00;20,508;2018-02-01
20:35:08;20,508;2018-02-01
20:35:12;14,648;2018-02-01
20:35:15;20,508;2018-02-01
20:35:19;14,648;2018-02-01
20:35:23;14,648;2018-02-01
20:35:26;20,508;2018-02-01
20:35:30;17,578;2018-02-01
20:35:34;14,648;2018-02-01
20:35:37;14,648;2018-02-01
20:35:41;20,508;2018-02-01
20:35:45;14,648;2018-02-01
20:35:49;17,578;2018-02-01
20:35:56;14,648;2018-02-01
20:35:52;14,648;2018-02-01
20:36:03;14,648;2018-02-01
20:36:00;14,648;2018-02-01
20:36:07;20,508;2018-02-01
20:36:11;20,508;2018-02-01
20:36:14;20,508;2018-02-01
20:36:18;20,508;2018-02-01
20:36:22;41,016;2018-02-01
20:36:26;26,367;2018-02-01
20:36:29;17,578;2018-02-01
20:36:33;17,578;2018-02-01
20:36:37;41,016;2018-02-01
20:36:44;29,297;2018-02-01
20:36:40;11,719;2018-02-01
20:36:51;35,156;2018-02-01
20:36:48;17,578;2018-02-01
20:36:59;17,578;2018-02-01
20:36:55;20,508;2018-02-01
20:37:06;20,508;2018-02-01
20:37:03;11,719;2018-02-01
20:37:10;17,578;2018-02-01
20:37:17;5,859;2018-02-01
20:37:14;17,578;2018-02-01
20:37:21;26,367;2018-02-01
20:37:25;17,578;2018-02-01
20:37:28;17,578;2018-02-01
20:37:32;2,93;2018-02-01
20:37:36;17,578;2018-02-01
20:37:40;17,578;2018-02-01
20:37:43;20,508;2018-02-01
20:37:47;20,508;2018-02-01
20:37:51;17,578;2018-02-01
20:37:54;20,508;2018-02-01
20:38:02;32,227;2018-02-01
20:38:05;17,578;2018-02-01
20:38:09;26,367;2018-02-01
20:38:13;20,508;2018-02-01
20:38:17;35,156;2018-02-01
20:38:20;17,578;2018-02-01
20:38:28;20,508;2018-02-01
20:38:24;17,578;2018-02-01
20:38:31;23,438;2018-02-01
20:38:35;17,578;2018-02-01
20:38:39;17,578;2018-02-01
20:38:42;5,859;2018-02-01
20:38:46;26,367;2018-02-01
20:38:50;41,016;2018-02-01
20:38:54;17,578;2018-02-01
20:38:57;23,438;2018-02-01
20:39:01;11,719;2018-02-01
20:39:05;8,789;2018-02-01
20:39:08;29,297;2018-02-01
20:39:12;20,508;2018-02-01
20:39:16;38,086;2018-02-01
20:39:19;29,297;2018-02-01
20:39:23;14,648;2018-02-01
20:39:27;29,297;2018-02-01
20:39:31;35,156;2018-02-01
20:39:34;14,648;2018-02-01
20:39:38;17,578;2018-02-01
20:39:45;20,508;2018-02-01
20:39:53;23,438;2018-02-01
20:39:49;17,578;2018-02-01
20:39:56;17,578;2018-02-01
20:40:00;20,508;2018-02-01
20:40:04;14,648;2018-02-01
20:40:08;23,438;2018-02-01
20:40:11;17,578;2018-02-01
20:40:15;11,719;2018-02-01
20:40:19;8,789;2018-02-01
20:40:22;20,508;2018-02-01
20:40:26;20,508;2018-02-01
20:40:30;14,648;2018-02-01
20:40:37;17,578;2018-02-01
20:40:33;17,578;2018-02-01
20:40:41;14,648;2018-02-01
20:40:45;23,438;2018-02-01
20:40:48;11,719;2018-02-01
20:40:52;11,719;2018-02-01
20:40:56;32,227;2018-02-01
20:40:59;38,086;2018-02-01
20:41:03;23,438;2018-02-01
20:41:10;26,367;2018-02-01
20:41:07;11,719;2018-02-01
20:41:14;20,508;2018-02-01
20:41:18;29,297;2018-02-01
20:41:22;32,227;2018-02-01
20:41:25;29,297;2018-02-01
20:41:29;26,367;2018-02-01
20:41:33;29,297;2018-02-01
20:41:36;23,438;2018-02-01
20:41:40;29,297;2018-02-01
20:41:51;32,227;2018-02-01
20:41:55;29,297;2018-02-01
20:41:47;32,227;2018-02-01
20:41:59;26,367;2018-02-01
20:42:02;43,945;2018-02-01
20:42:06;43,945;2018-02-01
20:42:17;26,367;2018-02-01
20:42:13;32,227;2018-02-01
20:42:21;29,297;2018-02-01
20:42:24;29,297;2018-02-01
20:42:32;29,297;2018-02-01
20:42:36;29,297;2018-02-01
20:42:28;29,297;2018-02-01
20:42:39;32,227;2018-02-01
20:42:43;29,297;2018-02-01
20:42:47;23,438;2018-02-01
20:42:54;23,438;2018-02-01
20:42:58;26,367;2018-02-01
20:42:50;29,297;2018-02-01
20:43:01;23,438;2018-02-01
20:43:05;26,367;2018-02-01
20:43:09;29,297;2018-02-01
20:43:12;26,367;2018-02-01
20:43:16;32,227;2018-02-01
20:43:20;29,297;2018-02-01
20:43:24;32,227;2018-02-01
20:43:27;26,367;2018-02-01
20:43:31;32,227;2018-02-01
20:43:35;32,227;2018-02-01
20:43:38;29,297;2018-02-01
20:43:46;32,227;2018-02-01
20:43:42;35,156;2018-02-01
20:43:49;26,367;2018-02-01
20:43:57;29,297;2018-02-01
20:44:01;29,297;2018-02-01
20:44:04;32,227;2018-02-01
20:44:08;23,438;2018-02-01
20:44:12;29,297;2018-02-01
20:44:15;29,297;2018-02-01
20:44:19;26,367;2018-02-01
20:44:23;38,086;2018-02-01
20:44:26;32,227;2018-02-01
20:44:30;26,367;2018-02-01
20:44:34;23,438;2018-02-01
20:44:38;46,875;2018-02-01
20:44:45;26,367;2018-02-01
20:44:41;32,227;2018-02-01
20:44:49;41,016;2018-02-01
20:44:52;32,227;2018-02-01
20:44:56;32,227;2018-02-01
20:45:00;35,156;2018-02-01
20:45:03;35,156;2018-02-01
20:45:07;35,156;2018-02-01
20:45:11;29,297;2018-02-01
20:45:15;35,156;2018-02-01
20:45:18;29,297;2018-02-01
20:45:22;26,367;2018-02-01
20:45:26;26,367;2018-02-01
20:45:29;26,367;2018-02-01
20:45:33;26,367;2018-02-01
20:45:37;23,438;2018-02-01
